#Partida,b,c,Descripción,Hasierako aurr.,Behin bet aurr.,Atxekipenak (RC),Erabilgarria,Baimendua ,Erabilia ,Onart. Oblig.
1 0700.226.01.334.40 2025 (280),,,KANONAK,3000.0,3000.0,0.0,580.0,2420.0,2420.0,456.2
1 0700.226.01.338.00 2025 (325),,,KANOKAK,19800.0,19800.0,0.0,2860.0,16940.0,16940.0,889.34
1 0700.226.02.326.10 2025 (1744),,,PROTOKOLO ETA ORDEZKARITZA ,500.0,500.0,0.0,500.0,0.0,0.0,0.0
1 0700.226.02.332.10 2025 (219),,,PROTOKOLO ETA ORDEZKARITZA ,400.0,400.0,0.0,400.0,0.0,0.0,0.0
1 0700.226.02.334.22 2025 (1293),,,PROTOKOLO ETA ORDEZKARTIZA ,2600.0,2600.0,1294.26,-727.56,2033.3,2033.3,1258.29
1 0700.226.02.338.00 2025 (326),,,PROTOKOLO ETA ORDEZKARITZA ,6300.0,6300.0,0.0,180.17,6119.83,6119.83,4653.34
1 0700.226.03.330.00 2025 (208),,,ARGITALPENAK/PUBLIZITATEA/PROPA,50000.0,50000.0,0.0,11017.83,38982.17,38982.17,27737.62
1 0700.226.03.332.10 2025 (220),,,ARGITALPENAK/PUBLIZITATEA/PROPA,400.0,400.0,0.0,206.4,193.6,193.6,193.6
1 0700.226.03.333.30 2025 (243),,,ARGITALPENAK/PUBLIZITATEA ETA ,3000.0,3000.0,0.0,888.55,2111.45,2111.45,2111.45
1 0700.226.03.334.10 2025 (250),,,ARGITALPENAK/PUBLIZITATEA ETA ,6000.0,6000.0,0.0,254.93,5745.07,5745.07,1683.59
1 0700.226.03.334.21 2025 (257),,,ARGITALPENAK/PUBLIZITATEA ETA ,3800.0,3800.0,0.0,3182.9,617.1,617.1,617.1
1 0700.226.03.334.22 2025 (262),,,ARGITALPENAK/PUBLIZITATEA ETA ,22600.0,22600.0,0.0,3264.61,19335.39,19335.39,19127.39
1 0700.226.03.334.30 2025 (273),,,ARGITALPENAK/PUBLIZITATEA ETA ,4000.0,4000.0,0.0,273.2,3726.8,3726.8,1911.8
1 0700.226.03.334.40 2025 (281),,,"ARGITALPENAK,PUBLIZITATEA ETA ",6000.0,6000.0,0.0,5558.0,442.0,442.0,442.0
1 0700.226.03.338.00 2025 (327),,,ARGITALPENAK/PUBLIZITATEA ETA ,11857.5,11857.5,0.0,7494.24,4363.26,4363.26,2908.84
1 0700.226.05.332.10 2025 (221),,,BILERA ETA HITZALDIAK,3000.0,3000.0,0.0,1560.0,1440.0,1440.0,720.0
1 0700.226.05.333.30 2025 (244),,,BILERA ETA HITZALDIAK,1000.0,1000.0,0.0,1000.0,0.0,0.0,0.0
1 0700.226.05.334.30 2025 (274),,,BILERA ETA HITZALDIAK,10600.0,10600.0,0.0,6181.42,4418.58,4418.58,3197.7
1 0700.226.06.334.10 2025 (2433),,,JARDUERA SOCIOKULTURALAK,20000.0,20000.0,0.0,20000.0,0.0,0.0,0.0
1 0700.226.06.334.30 2025 (275),,,JARDUERA SOZIOKULTURALAK,20000.0,20000.0,314.6,18835.4,850.0,850.0,850.0
1 0700.226.06.337.20 2025 (317),,,JARDUERA SOZIOKULTURALAK,66150.0,66150.0,11220.0,33061.32,21868.68,21868.68,17644.98
1 0700.226.06.338.00 2025 (328),,,JARDUERA SOZIOKULTURALAK,139500.0,139500.0,832.37,90464.73,48202.9,48202.9,29979.44
1 0700.226.81.337.20 2025 (318),,,HAINBAT GASTU. GAZTEEND.,2000.0,2000.0,0.0,1864.48,135.52,135.52,135.52
1 0700.226.92.337.20 2025 (319),,,ARRATE UDALEKUA,12000.0,12000.0,0.0,438.45,11561.55,11561.55,6945.55
1 0700.226.99.333.30 2025 (488),,,GERRA ZIBILA EIBARREN. INTERPRET.,2500.0,2500.0,0.0,-425.66,2925.66,2925.66,2925.66
1 0700.226.99.338.00 2025 (3181),,,BESTE HAINBAT GASTU,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0700.227.04.332.10 2025 (222),,,KONTRATU SOZIOKULTURALAK,24052.0,24052.0,0.0,8911.0,15141.0,15141.0,13411.0
1 0700.227.04.334.10 2025 (251),,,KONTRATU SOZIOKULTURALAK,45000.0,45000.0,0.0,-10876.25,55876.25,55876.25,52681.85
1 0700.227.04.334.21 2025 (258),,,KONTRATU SOZIOKULTURALAK,50000.0,50000.0,0.0,37909.34,12090.66,12090.66,5314.66
1 0700.227.04.334.22 2025 (263),,,KONTRATU SOZIOKULTURALAK,160000.0,160000.0,0.0,-7775.33,167775.33,167775.33,160415.83
1 0700.227.04.334.30 2025 (276),,,KONTRATU SOZIOKULTURALAK,10000.0,10000.0,0.0,-1246.4,11246.4,11246.4,1663.2
1 0700.227.04.334.50 2025 (1758),,,KONTRATU SOZIOKULTURALAK,31000.0,31000.0,0.0,19659.62,11340.38,11340.38,11340.38
1 0700.227.04.337.20 2025 (321),,,KONTRATU SOZIOKULTURALAK,3605.0,3605.0,0.0,2293.57,1311.43,1311.43,1270.56
1 0700.227.04.338.00 2025 (329),,,KONTRATU SOZIOKULTURALAK,250200.0,250200.0,121.0,-73562.74,323641.74,323641.74,95457.76
1 0700.227.07.338.00 2025 (3175),,,AZTERKETAK ETA LAN TEKNIKOAK,0.0,0.0,0.0,-2541.0,2541.0,2541.0,1452.0
1 0700.227.90.326.10 2025 (2430),,,KANPOKO LANAK,4500.0,4500.0,0.0,2159.86,2340.14,2340.14,2057.06
1 0700.227.90.333.10 2025 (232),,,KANPOKO LANAK,265000.0,265000.0,0.0,0.0,265000.0,265000.0,40658.89
1 0700.227.90.333.30 2025 (245),,,KANPOKO LANAK,30000.0,30000.0,0.0,21896.75,8103.25,8103.25,1515.17
1 0700.227.90.334.10 2025 (252),,,BILDUTAKO DIRUAREN ARABERAKO ,10000.0,10000.0,0.0,10000.0,0.0,0.0,0.0
1 0700.227.90.334.22 2025 (264),,,KANPOKO LANAK,3000.0,3000.0,0.0,3000.0,0.0,0.0,0.0
1 0700.227.90.334.50 2025 (1827),,,KANPOKO LANAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0700.227.90.337.20 2025 (1222),,,KANPOKO LANAK,14000.0,14000.0,0.0,8700.0,5300.0,5300.0,5300.0
1 0700.227.99.333.30 2025 (246),,,KANPOKO BESTELAKO LANAK,54000.0,54000.0,0.0,-2191.8,56191.8,56191.8,28625.58
1 0700.227.99.334.10 2025 (253),,,KANPOKO BESTELAKO LANAK,114016.87,114016.87,0.0,-0.02,114016.89,114016.89,54423.89
1 0700.227.99.334.21 2025 (259),,,BILDUTAKO DIRUAREN ARABERAKO ,15000.0,15000.0,0.0,15000.0,0.0,0.0,0.0
1 0700.227.99.334.40 2025 (815),,,KANPOKO BESTELAKO LANAK,118000.0,118000.0,0.0,10431.0,107569.0,107569.0,41888.16
1 0700.227.99.337.20 2025 (322),,,KANPOKO BESTELAKO LANAK,509205.15,509205.15,22703.95,20746.49,465754.71,465754.71,190147.09
1 0700.230.01.326.10 2025 (1745),,,"PERTSONALAREN DIETAK, GARRAIOA ",250.0,250.0,0.0,250.0,0.0,0.0,0.0
1 0700.230.01.330.00 2025 (209),,,PERTSONAL.,500.0,500.0,0.0,149.33,350.67,350.67,350.67
1 0700.230.01.332.10 2025 (223),,,PERTSONAL.,450.0,450.0,0.0,315.25,134.75,134.75,134.75
1 0700.230.01.333.30 2025 (247),,,PERTSONAL.,35.0,35.0,0.0,35.0,0.0,0.0,0.0
1 0700.230.01.334.22 2025 (1294),,,"DIETAK, GARRAIOA ETA ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0700.230.01.334.30 2025 (277),,,PERTSONAL.,105.0,105.0,0.0,105.0,0.0,0.0,0.0
1 0700.230.01.334.50 2025 (1828),,,"PERTSONALAREN DIETAK,GARRAIOA ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0700.231.01.337.20 2025 (2442),,,"PERTSONALAREN DIETAK,GARRAIOA ",100.0,100.0,0.0,100.0,0.0,0.0,0.0
1 0700.480.01.334.10 2025 (2923),,,FAMILEI,6000.0,6000.0,0.0,6000.0,0.0,0.0,0.0
1 0700.480.01.334.30 2025 (2101),,,FEMILEEI.KARTELEEN LEHIAKETA,4050.0,4050.0,0.0,4050.0,0.0,0.0,0.0
1 0700.480.01.334.40 2025 (283),,,FAMILIEI,9500.0,9500.0,0.0,9500.0,0.0,0.0,0.0
1 0700.480.01.338.00 2025 (330),,,FAMILIEI.JAIETAKO KARTEL LEHIAKETA,12400.0,12400.0,0.0,10200.0,2200.0,2200.0,2200.0
1 0700.481.01.330.00 2025 (210),,,IRABAZIZKO XEDERIK GABEKO ,49600.0,49600.0,0.0,49600.0,0.0,0.0,0.0
1 0700.481.01.332.10 2025 (224),,,IRABAZIZKO XEDERIK GABEKO ,2000.0,2000.0,0.0,2000.0,0.0,0.0,0.0
1 0700.481.01.334.10 2025 (254),,,IRABAZIZKO XEDERIK GABEKO ,2665.0,2665.0,0.0,2665.0,0.0,0.0,0.0
1 0700.481.01.334.22 2025 (1295),,,FAMILIEI,1000.0,1000.0,0.0,1000.0,0.0,0.0,0.0
1 0700.481.01.334.30 2025 (278),,,IRABAZIZKO XEDERIK GABEKO ,9787.5,9787.5,0.0,9787.5,0.0,0.0,0.0
1 0700.481.01.334.40 2025 (284),,,IRABAZIZKO XEDERIK GABEKO ,2000.0,2000.0,0.0,2000.0,0.0,0.0,0.0
1 0700.481.02.334.21 2025 (260),,,ENTIT.TRANSF.LANKIDETZ.HITZARM.,34000.0,34000.0,0.0,34000.0,0.0,0.0,0.0
1 0700.481.02.334.40 2025 (285),,,ENTIT.TRANSF.LANKIDETZ.HITZARM.,5250.0,5250.0,0.0,5250.0,0.0,0.0,0.0
1 0700.481.02.337.20 2025 (323),,,ENTIT.TRANSF.LANKIDETZ.HITZARM.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0700.481.18.338.00 2025 (331),,,ERAKUNDEEI.JAI-BATZORDEAK,14700.0,14700.0,0.0,14700.0,0.0,0.0,0.0
1 0700.601.05.333.30 2025 (2022),,,INBERTSIOA MUSEOAN,1000.0,1000.0,0.0,411.94,588.06,588.06,588.06
1 0700.623.01.334.30 2025 (2924),,,MAKINERIA,14036.0,14036.0,0.0,0.0,14036.0,14036.0,0.0
1 0700.625.01.326.10 2025 (1746),,,ALTZARIAK,1800.0,1800.0,0.0,1800.0,0.0,0.0,0.0
1 0700.625.01.334.50 2025 (1829),,,ALTZARIAK,500.0,500.0,0.0,500.0,0.0,0.0,0.0
1 0700.625.01.338.00 2025 (2890),,,ALTZARIAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0700.625.02.334.50 2025 (1830),,,BULEGO EKIPOAK,1500.0,1500.0,0.0,1500.0,0.0,0.0,0.0
1 0700.625.04.333.10 2025 (3163),,,ARGAZKIEN ETA IKUSKISUNEN ,0.0,0.0,0.0,-1504.1,1504.1,1504.1,1504.1
1 0700.625.06.326.10 2025 (1747),,,ALTZARIAK,7000.0,7000.0,0.0,7000.0,0.0,0.0,0.0
1 0700.626.01.326.10 2025 (2086),,,INFORMAZIO PROZESUETARAKO ,3000.0,3000.0,0.0,3000.0,0.0,0.0,0.0
1 0700.626.01.332.10 2025 (1252),,,LIBURUTEGI  EKIPO BERRIAK,1000.0,1000.0,0.0,1000.0,0.0,0.0,0.0
1 0700.626.01.333.10 2025 (1749),,,INFORMAZIO-PROZESUETARAKO ,5000.0,5000.0,0.0,5000.0,0.0,0.0,0.0
1 0700.629.07.333.30 2025 (1292),,,MUSEOTAKO FONDOAK,5000.0,5000.0,0.0,4800.0,200.0,200.0,200.0
1 0800.120.01.335.10 2025 (286),,,OINARRIZKO ORDAINKETAK,81598.6,81598.6,0.0,69097.51,12501.09,12501.09,12501.09
1 0800.120.01.335.20 2025 (298),,,OINARRIZKO ORDAINKETAK,292674.77,292674.77,0.0,150786.81,141887.96,141887.96,141887.96
1 0800.121.99.335.10 2025 (287),,,BESTE OSAGARRI BATZUK,94212.7,94212.7,0.0,75326.54,18886.16,18886.16,18886.16
1 0800.121.99.335.20 2025 (299),,,BESTE OSAGARRI BATZUK,282241.33,282241.33,0.0,84154.39,198086.94,198086.94,185364.94
1 0800.160.01.335.10 2025 (288),,,GIZARTE SEGURANTZA,44350.01,44350.01,0.0,36561.15,7788.86,7788.86,7788.86
1 0800.160.01.335.20 2025 (300),,,GIZARTE SEGURANTZA,161135.23,161135.23,0.0,68711.03,92424.2,92424.2,92424.2
1 0800.160.04.335.10 2025 (289),,,ELKARKIDETZAREN KUOTAK,4980.72,4980.72,0.0,4165.99,814.73,814.73,814.73
1 0800.160.04.335.20 2025 (301),,,ELKARKIDETZAREN KUOTAK,14973.27,14973.27,0.0,8834.44,6138.83,6138.83,6138.83
1 0800.211.01.335.20 2025 (302),,,ERAIKINAK ETA BESTELAKO ,250.0,250.0,0.0,250.0,0.0,0.0,0.0
1 0800.215.01.335.10 2025 (290),,,INFORMAZIO-PROZESUETARAKO ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0800.219.01.335.20 2025 (303),,,BESTELAKO IBILGETU MATERIALA,300.0,300.0,0.0,300.0,0.0,0.0,0.0
1 0800.221.99.335.20 2025 (304),,,BESTELAKO HORNIDURAK,1500.0,1500.0,60.0,897.93,542.07,542.07,459.4
1 0800.226.03.335.10 2025 (291),,,ARGITALPENAK/PUBLIZITATEA ETA ,4000.0,4000.0,0.0,4000.0,0.0,0.0,0.0
1 0800.226.03.335.20 2025 (306),,,ARGITALPENAK/PUBLIZITATEA ETA ,4000.0,4000.0,0.0,1988.5,2011.5,2011.5,283.08
1 0800.226.05.335.10 2025 (292),,,BILERA ETA HITZALDIAK,300.0,300.0,0.0,300.0,0.0,0.0,0.0
1 0800.226.99.335.10 2025 (2686),,,BESTE HAINBAT GASTU,6500.0,6500.0,0.0,6500.0,0.0,0.0,0.0
1 0800.226.99.335.20 2025 (307),,,BESTE HAINBAT GASTU,2500.0,2500.0,0.0,2077.48,422.52,422.52,349.98
1 0800.227.04.335.10 2025 (293),,,KONTRATU SOZIOKULTURALAK,122403.0,122403.0,0.0,29390.09,93012.91,93012.91,39064.08
1 0800.227.87.335.10 2025 (573),,,EUSKARAREN PLAN ESTRATEGIKOA ,43200.0,43200.0,0.0,21779.77,21420.23,21420.23,14718.07
1 0800.230.01.335.10 2025 (294),,,PERTSONAL.,400.0,400.0,0.0,400.0,0.0,0.0,0.0
1 0800.230.01.335.20 2025 (308),,,PERTSONAL.,650.0,650.0,0.0,650.0,0.0,0.0,0.0
1 0800.480.01.335.10 2025 (295),,,FAMILIEI,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0
1 0800.481.01.335.10 2025 (296),,,IRABAZIZKO XEDERIK GABEKO ,4155.0,4155.0,2769.0,0.0,1386.0,1386.0,831.6
1 0800.481.02.335.10 2025 (297),,,ENTIT.TRANSF.LANKIDETZ.HITZARM.,247999.0,247999.0,0.0,9000.0,238999.0,238999.0,143399.4
1 0800.771.04.335.10 2025 (1296),,,ENPRESEI.MERKATARITZA ,4250.0,4250.0,0.0,0.0,4250.0,150.0,150.0
1 0900.120.01.342.11 2025 (2692),,,ONARRIZKO ORDAINKETAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0900.120.01.342.12 2025 (2939),,,OINARRIZKO ORDAINKETAK,0.0,0.0,0.0,-5714.9,5714.9,5714.9,5714.9
1 0900.121.99.342.11 2025 (2693),,,BESTE OSAGARRI BATZUK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0900.121.99.342.12 2025 (2940),,,BESTE OSAGARRI BATZUK,0.0,0.0,0.0,-9807.57,9807.57,9807.57,9807.57
1 0900.130.03.342.11 2025 (2349),,,ORDAINKETAK PERTSONA LABORAL ,304026.95,304026.95,0.0,193302.28,110724.67,110724.67,110724.67
1 0900.130.03.342.12 2025 (2416),,,ORDAINKETAK PERTSONA LABORAL ,34981.19,34981.19,0.0,6278.36,28702.83,28702.83,28702.83
1 0900.130.03.342.14 2025 (2699),,,ORDAINKETAK PERTSONAL LABORAL ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0900.131.01.342.11 2025 (2414),,,LABORAL EBENTUALA,378372.26,360343.07,0.0,234957.66,125385.41,125385.41,125385.41
1 0900.131.01.342.12 2025 (2374),,,ORDAINKETAK PERTSONA LABORAL ,90995.81,90995.81,0.0,7988.71,83007.1,83007.1,83007.1
1 0900.160.01.342.11 2025 (2350),,,GIZARTE SEGURANTZA,207883.45,207883.45,0.0,137966.6,69916.85,69916.85,69916.85
1 0900.160.01.342.12 2025 (2375),,,GIZARTE SEGURANTZA,42372.04,42372.04,0.0,6946.1,35425.94,35425.94,35425.94
1 0900.160.01.342.14 2025 (2700),,,BESTELAKO INBERTSIOAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0900.160.04.342.11 2025 (2351),,,ELKARKIDETZA,12995.6,12995.6,0.0,8519.14,4476.46,4476.46,4476.46
1 0900.160.04.342.12 2025 (2415),,,ELKARKIDETZA,2215.62,2215.62,0.0,1098.14,1117.48,1117.48,1117.48
1 0900.211.01.342.11 2025 (2344),,,ERAIKINAK ETA BESTELAKO ,75000.0,75000.0,7144.26,16014.59,51841.15,51841.15,36799.59
1 0900.211.01.342.12 2025 (2413),,,ERAIKINAK ETA BESTELAKO ,25000.0,25000.0,0.0,13979.5,11020.5,11020.5,4213.35
1 0900.211.01.342.13 2025 (2696),,,ERAIKINAK ETA BESTELAKO ,33000.0,33000.0,0.0,30159.0,2841.0,2841.0,0.0
1 0900.211.01.342.14 2025 (2701),,,ERAIKINAK ETA BESTELAKO ,30000.0,30000.0,0.0,-11220.03,41220.03,41220.03,14579.53
1 0900.212.01.342.11 2025 (2345),,,"MAKINARIA,INSTALAZIOAK ETA ",110000.0,110000.0,0.0,11106.22,98893.78,98893.78,48243.42
1 0900.212.01.342.12 2025 (2346),,,"MAKINARIA,INSTALAZIOAK ETA ",50000.0,50000.0,0.0,-3673.46,53673.46,53673.46,8079.21
1 0900.212.01.342.13 2025 (2348),,,"MAKINARIA,INSTALAZIOAK ETA ",37000.0,37000.0,0.0,29122.64,7877.36,7877.36,2839.38
1 0900.212.01.342.14 2025 (2347),,,"MAKINARIA,INSTALAZIOAK ETA ",135000.0,135000.0,0.0,87651.44,47348.56,47348.56,30293.35
1 0900.213.02.342.11 2025 (2688),,,BIZIKLETAREN RENTING,18500.0,18500.0,0.0,1298.88,17201.12,17201.12,2866.86
1 0900.213.02.342.12 2025 (2694),,,BIZIKLETAREN RENTING,18000.0,18000.0,0.0,0.14,17999.86,17999.86,2999.98
1 0900.213.02.342.14 2025 (2928),,,BIZIKLETAREN RENTINA,13000.0,13000.0,0.0,13000.0,0.0,0.0,0.0
1 0900.215.01.342.11 2025 (2352),,,INFORMAZIO-PROZEZUETARAKO ,0.0,0.0,0.0,-242.0,242.0,242.0,242.0
1 0900.215.01.342.12 2025 (2377),,,INFORMAZIO-PROZEZUETARAKO ,0.0,0.0,0.0,-484.0,484.0,484.0,484.0
1 0900.220.01.342.11 2025 (2443),,,MATERIAL ARRUNT EZ ,2500.0,2500.0,0.0,-648.28,3148.28,3148.28,3148.28
1 0900.221.01.342.11 2025 (2353),,,ENERGIA ELEKTRIKOA,165000.0,165000.0,0.0,-20028.74,185028.74,185028.74,52851.96
1 0900.221.01.342.12 2025 (2378),,,ENERGIA ELEKTRIKOA,50000.0,50000.0,0.0,-10000.0,60000.0,60000.0,20771.06
1 0900.221.01.342.13 2025 (2390),,,ENERGIA ELEKTRIKOA,22000.0,22000.0,0.0,-2430.0,24430.0,24430.0,8514.34
1 0900.221.01.342.14 2025 (2396),,,ENERGIA ELEKTRIKOA,130000.0,130000.0,0.0,130000.0,0.0,0.0,0.0
1 0900.221.04.342.11 2025 (2354),,,ERREGAI ETA KARBURANTEAK,130000.0,130000.0,0.0,44300.0,85700.0,85700.0,61934.92
1 0900.221.04.342.12 2025 (2379),,,ERREGAI ETA KARBURANTEAK,33000.0,33000.0,0.0,-7000.0,40000.0,40000.0,17323.35
1 0900.221.04.342.13 2025 (2391),,,ERREGAI ETA KARBURANTEAK,4500.0,4500.0,0.0,3000.0,1500.0,1500.0,1154.15
1 0900.221.04.342.14 2025 (2397),,,ERREGAI ETA KARBURANTEAK,74000.0,74000.0,0.0,-96000.0,170000.0,170000.0,75087.81
1 0900.221.05.342.11 2025 (2355),,,ARROPAK,700.0,700.0,0.0,700.0,0.0,0.0,0.0
1 0900.221.05.342.12 2025 (2380),,,ARROPAK,300.0,300.0,0.0,300.0,0.0,0.0,0.0
1 0900.221.05.342.14 2025 (2702),,,ARROPAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0900.221.08.342.11 2025 (2356),,,FRAMAZI PRODUKTOAK ETA ,600.0,600.0,0.0,81.18,518.82,518.82,0.0
1 0900.221.08.342.12 2025 (2927),,,FARMAZI PRODUKTOAK ETA ,300.0,300.0,0.0,300.0,0.0,0.0,0.0
1 0900.221.09.342.11 2025 (2417),,,GARBIKETAK ETA TXUKUNETA ,500.0,500.0,0.0,500.0,0.0,0.0,0.0
1 0900.221.09.342.12 2025 (2381),,,GARBIKETAK ETA TXUKUNETA ,1000.0,1000.0,0.0,1000.0,0.0,0.0,0.0
1 0900.221.12.342.11 2025 (2359),,,OSASUN MATERIALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0900.221.90.342.11 2025 (2357),,,ZERBITZU OSAGAI BEREZIAK,98675.0,98675.0,0.0,58071.36,40603.64,40603.64,18339.84
1 0900.221.90.342.12 2025 (2383),,,ZERBITZUAREN OSAGAI BEREZIAK,3500.0,3500.0,0.0,3258.0,242.0,242.0,242.0
1 0900.221.90.342.14 2025 (2398),,,ZERBITZU OSAGAI BEREZIAK,30000.0,30000.0,1453.21,4914.43,23632.36,23632.36,14056.84
1 0900.221.99.341.00 2025 (332),,,BESTELAKO HORNIDURAK ,6500.0,7226.65,0.0,5142.5,2084.15,2084.15,2084.15
1 0900.221.99.342.11 2025 (2360),,,BESTELAKO HORNIDURAK,4000.0,3273.35,5.09,890.76,2377.5,2377.5,992.39
1 0900.221.99.342.14 2025 (2399),,,BESTELAKO HORNIDURAK,13000.0,9589.01,0.0,6431.66,3157.35,3157.35,2907.45
1 0900.222.01.342.11 2025 (2361),,,TELEFONO BIDEZKOA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0900.222.01.342.12 2025 (2447),,,TELEFONIKA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0900.222.01.342.14 2025 (2400),,,TELEFONO BIDEZKOA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0900.226.03.342.11 2025 (2364),,,"ARGITALPENAK,PUBLIZATATEA ETA ",600.0,600.0,0.0,-1477.81,2077.81,2077.81,831.51
1 0900.226.03.342.12 2025 (3184),,,"ARGITALPENAK, PUBLIZIATEA ETA ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0900.226.04.342.11 2025 (2365),,,JURIDIKOAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0900.226.06.342.11 2025 (2444),,,JARDUERA SOCIOKULTURALAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0900.226.99.342.13 2025 (2392),,,BESTE HAINBAT GASTU,7725.0,7725.0,0.0,5939.49,1785.51,1785.51,1500.0
1 0900.226.99.342.14 2025 (2401),,,BESTE HAINBAT GASTU,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0900.227.01.342.11 2025 (2367),,,GARBIKETA,267731.5,267731.5,0.0,41462.71,226268.79,226268.79,94278.7
1 0900.227.01.342.12 2025 (2387),,,GARBIKETA,197483.18,197483.18,17809.99,6421.09,173252.1,173252.1,75894.0
1 0900.227.01.342.13 2025 (2393),,,GARBIKETA,17539.8,17539.8,0.0,2716.33,14823.47,14823.47,6176.38
1 0900.227.01.342.14 2025 (2402),,,GARBIKETA,161155.83,161155.83,29360.16,-10603.72,142399.39,142399.39,62950.45
1 0900.227.03.342.12 2025 (2388),,,GARRRAIO KONTRATUA,63000.0,63000.0,22082.5,8023.1,32894.4,32894.4,28195.2
1 0900.227.07.342.11 2025 (2368),,,AZTERKETA ETA LAN TEKNIKOAK,6000.0,6000.0,0.0,-7769.8,13769.8,13769.8,12279.08
1 0900.227.08.342.11 2025 (2369),,,GARRAIO-KONTRATUAK,20328.0,20328.0,0.0,2211.0,18117.0,18117.0,18117.0
1 0900.227.99.341.00 2025 (2096),,,KANPOKO BESTELAKO LANAK,160000.0,160000.0,0.0,0.0,160000.0,160000.0,160000.0
1 0900.227.99.342.11 2025 (2370),,,KANPOKO BESTELAKO LANAK,521732.32,539761.51,0.0,-90484.7,630246.21,630246.21,247768.5
1 0900.227.99.342.12 2025 (2389),,,KANPOKO BESTELAKO LANAK,83000.0,83000.0,0.0,2146.19,80853.81,80853.81,39414.75
1 0900.227.99.342.13 2025 (2394),,,KANPOKO BESTELAKO LANAK,2500.0,2500.0,0.0,1425.0,1075.0,1075.0,0.0
1 0900.227.99.342.14 2025 (2403),,,KANPOKO BESTELAKO LANAK,466982.43,466982.43,0.0,7787.31,459195.12,459195.12,166437.58
1 0900.230.01.342.10 2025 (2371),,,"PERTSONALAREN DIETAK,GARRAIOA ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0900.230.01.342.11 2025 (2445),,,"PERTSONALARAREN DIETAK,",210.0,210.0,0.0,139.07,70.93,70.93,70.93
1 0900.230.01.342.12 2025 (2925),,,"PERTSONALAREN DIETAK,GARRAIOA ",210.0,210.0,0.0,210.0,0.0,0.0,0.0
1 0900.230.01.342.13 2025 (2697),,,"PERTSONALAREN DIETAK, GARRAIOA ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0900.230.01.342.14 2025 (2704),,,"PERTSONALAREN DIETAK, GARRAIOA ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0900.431.01.342.10 2025 (338),,,ERAKUNDE AUTONOMOEI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0900.481.01.341.00 2025 (335),,,IRABAZIZKO XEDERIK GABEKO ,175000.0,175000.0,0.0,175000.0,0.0,0.0,0.0
1 0900.481.02.341.00 2025 (336),,,ENTIT.TRANSF.LANKIDETZ.HITZARM.,270000.0,270000.0,0.0,270000.0,0.0,0.0,0.0
1 0900.481.22.341.00 2025 (337),,,KIROL-PROBETARA/TXAPELKETETARA ,30000.0,30000.0,0.0,30000.0,0.0,0.0,0.0
1 0900.601.16.342.10 2025 (1832),,,HAINBAT LAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0900.623.01.342.11 2025 (2644),,,"MAKINARIA,INSTALAZIOAK ETA ",0.0,0.0,0.0,-683.65,683.65,683.65,683.65
1 0900.623.01.342.12 2025 (2695),,,MAKINERIA,5000.0,5000.0,0.0,5000.0,0.0,0.0,0.0
1 0900.623.01.342.14 2025 (2943),,,MAKINARIA,0.0,3410.99,0.0,0.0,3410.99,3410.99,3410.99
1 0900.623.05.342.14 2025 (2404),,,EKIPOAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0900.625.01.342.11 2025 (2405),,,ALTZARIAK,1800.0,1800.0,0.0,1192.82,607.18,607.18,607.18
1 0900.625.02.342.12 2025 (3164),,,EKIPOAK,0.0,0.0,0.0,-6993.8,6993.8,6993.8,6993.8
1 0900.625.04.342.11 2025 (2689),,,ARGAZKI ETA IKUS-ENTZUNEZKO ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0900.625.08.342.11 2025 (2941),,,ELEKTRODOMESTIKOAK,0.0,0.0,0.0,-7643.02,7643.02,7643.02,7643.02
