#Partida,b,c,Descripción,Hasierako aurr.,Behin bet aurr.,Atxekipenak (RC),Baimendua ,Erabilgarria,Erabilia ,Onart. Oblig.
1 0700.226.05.334.30 2024 (274),,,BILERA ETA HITZALDIAK,10600.0,10600.0,0.0,13724.48,-3124.48,13724.48,13377.67
1 0700.226.06.334.10 2024 (2433),,,JARDUERA SOCIOKULTURALAK,100000.0,100000.0,0.0,89014.92,10985.08,89014.92,89014.92
1 0700.226.06.334.30 2024 (275),,,JARDUERA SOZIOKULTURALAK,50500.0,50500.0,0.0,1355.2,49144.8,1355.2,1355.2
1 0700.226.06.337.20 2024 (317),,,JARDUERA SOZIOKULTURALAK,66150.0,66150.0,0.0,63178.38,2971.62,63178.38,52604.8
1 0700.226.06.338.00 2024 (328),,,JARDUERA SOZIOKULTURALAK,155000.0,168000.0,0.0,177042.81,-9042.81,177042.81,174430.45
1 0700.226.81.337.20 2024 (318),,,HAINBAT GASTU. GAZTEEND.,2000.0,2000.0,0.0,1885.18,114.82,1885.18,1885.18
1 0700.226.92.337.20 2024 (319),,,ARRATE UDALEKUA,12000.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0700.226.99.333.30 2024 (488),,,GERRA ZIBILA EIBARREN. INTERPRET.,20000.0,600.0,0.0,537.12,62.88,537.12,537.12
1 0700.227.04.332.10 2024 (222),,,KONTRATU SOZIOKULTURALAK,24052.8,24052.8,0.0,20334.0,3718.8,20334.0,18576.0
1 0700.227.04.334.10 2024 (251),,,KONTRATU SOZIOKULTURALAK,50000.0,50000.0,0.0,107708.94,-57708.94,107708.94,106767.34
1 0700.227.04.334.21 2024 (258),,,KONTRATU SOZIOKULTURALAK,60000.0,60000.0,0.0,43494.15,16505.85,43494.15,43494.15
1 0700.227.04.334.22 2024 (263),,,KONTRATU SOZIOKULTURALAK,170000.0,164000.0,0.0,164069.8,-69.8,164069.8,164069.8
1 0700.227.04.334.30 2024 (276),,,KONTRATU SOZIOKULTURALAK,10000.0,10000.0,0.0,11126.5,-1126.5,11126.5,3206.5
1 0700.227.04.334.50 2024 (1758),,,KONTRATU SOZIOKULTURALAK,65000.0,65000.0,0.0,67460.3,-2460.3,67460.3,66260.3
1 0700.227.04.337.20 2024 (321),,,KONTRATU SOZIOKULTURALAK,3605.0,3605.0,0.0,0.0,3605.0,0.0,0.0
1 0700.227.04.338.00 2024 (329),,,KONTRATU SOZIOKULTURALAK,278000.0,380900.0,0.0,428018.93,-47118.93,428018.93,427009.91
1 0700.227.90.326.10 2024 (2430),,,KANPOKO LANAK,5000.0,5000.0,0.0,1786.5,3213.5,1786.5,1786.5
1 0700.227.90.333.10 2024 (232),,,KANPOKO LANAK,265000.0,265000.0,0.0,265000.0,0.0,265000.0,242739.95
1 0700.227.90.333.30 2024 (245),,,KANPOKO LANAK,30000.0,27100.0,0.0,20618.82,6481.18,20618.82,18086.76
1 0700.227.90.334.10 2024 (252),,,BILDUTAKO DIRUAREN ARABERAKO ,20000.0,20000.0,0.0,0.0,20000.0,0.0,0.0
1 0700.227.90.334.22 2024 (264),,,KANPOKO LANAK,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0700.227.90.334.50 2024 (1827),,,KANPOKO LANAK,40000.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0700.227.90.337.20 2024 (1222),,,KANPOKO LANAK,76000.0,76000.0,0.0,61761.42,14238.58,61761.42,48164.87
1 0700.227.99.333.30 2024 (246),,,KANPOKO BESTELAKO LANAK,52000.0,52000.0,0.0,47772.91,4227.09,47772.91,47772.91
1 0700.227.99.334.10 2024 (253),,,KANPOKO BESTELAKO LANAK,111235.97,111235.97,0.0,113726.25,-2490.28,113726.25,113726.25
1 0700.227.99.334.21 2024 (259),,,BILDUTAKO DIRUAREN ARABERAKO ,25000.0,25000.0,0.0,0.0,25000.0,0.0,0.0
1 0700.227.99.334.40 2024 (815),,,KANPOKO BESTELAKO LANAK,118000.0,116372.59,0.0,94692.43,21680.16,94692.43,94692.43
1 0700.227.99.337.20 2024 (322),,,KANPOKO BESTELAKO LANAK,509205.15,509205.15,0.0,398344.25,110860.9,398344.25,395879.15
1 0700.230.01.326.10 2024 (1745),,,"PERTSONALAREN DIETAK, GARRAIOA ",100.0,100.0,0.0,0.0,100.0,0.0,0.0
1 0700.230.01.330.00 2024 (209),,,PERTSONAL.,100.0,100.0,0.0,2155.31,-2055.31,2155.31,2155.31
1 0700.230.01.332.10 2024 (223),,,PERTSONAL.,100.0,100.0,0.0,11.33,88.67,11.33,11.33
1 0700.230.01.333.30 2024 (247),,,PERTSONAL.,100.0,100.0,0.0,36.06,63.94,36.06,36.06
1 0700.230.01.334.22 2024 (1294),,,"DIETAK, GARRAIOA ETA ",1500.0,1500.0,0.0,130.0,1370.0,130.0,130.0
1 0700.230.01.334.30 2024 (277),,,PERTSONAL.,100.0,100.0,0.0,0.0,100.0,0.0,0.0
1 0700.230.01.334.50 2024 (1828),,,"PERTSONALAREN DIETAK,GARRAIOA ",100.0,100.0,0.0,0.0,100.0,0.0,0.0
1 0700.231.01.337.20 2024 (2442),,,"PERTSONALAREN DIETAK,GARRAIOA ",100.0,100.0,0.0,0.0,100.0,0.0,0.0
1 0700.480.01.334.30 2024 (2101),,,FEMILEEI.KARTELEEN LEHIAKETA,4050.0,4050.0,0.0,3200.04,849.96,3200.04,3200.04
1 0700.480.01.334.40 2024 (283),,,FAMILIEI,9500.0,9500.0,0.0,6795.0,2705.0,6795.0,6795.0
1 0700.480.01.338.00 2024 (330),,,FAMILIEI.JAIETAKO KARTEL LEHIAKETA,5600.0,3100.0,0.0,3200.0,-100.0,3200.0,3200.0
1 0700.481.01.330.00 2024 (210),,,IRABAZIZKO XEDERIK GABEKO ,61600.0,61600.0,0.0,61600.0,0.0,61600.0,41200.0
1 0700.481.01.332.10 2024 (224),,,IRABAZIZKO XEDERIK GABEKO ,2500.0,2500.0,0.0,2500.0,0.0,2500.0,0.0
1 0700.481.01.334.10 2024 (254),,,IRABAZIZKO XEDERIK GABEKO ,600.0,600.0,0.0,600.0,0.0,600.0,600.0
1 0700.481.01.334.22 2024 (1295),,,FAMILIEI,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0
1 0700.481.01.334.30 2024 (278),,,IRABAZIZKO XEDERIK GABEKO ,5737.5,5737.5,0.0,5737.5,0.0,5737.5,1518.75
1 0700.481.01.334.40 2024 (284),,,IRABAZIZKO XEDERIK GABEKO ,1350.0,1350.0,0.0,1350.0,0.0,1350.0,0.0
1 0700.481.02.334.21 2024 (260),,,ENTIT.TRANSF.LANKIDETZ.HITZARM.,34000.0,34000.0,0.0,34000.0,0.0,34000.0,30600.0
1 0700.481.02.334.40 2024 (285),,,ENTIT.TRANSF.LANKIDETZ.HITZARM.,5250.0,5250.0,0.0,5250.0,0.0,5250.0,4725.0
1 0700.481.02.337.20 2024 (323),,,ENTIT.TRANSF.LANKIDETZ.HITZARM.,4065.0,4065.0,0.0,4065.0,0.0,4065.0,1452.0
1 0700.481.18.338.00 2024 (331),,,ERAKUNDEEI.JAI-BATZORDEAK,23700.0,14700.0,0.0,14700.0,0.0,14700.0,10593.0
1 0700.601.05.333.30 2024 (2022),,,INBERTSIOA MUSEOAN,1000.0,1422.0,0.0,1421.75,0.25,1421.75,1421.75
1 0700.625.01.326.10 2024 (1746),,,ALTZARIAK,2000.0,2000.0,0.0,1898.43,101.57,1898.43,1898.43
1 0700.625.01.334.50 2024 (1829),,,ALTZARIAK,10000.0,10000.0,0.0,4983.99,5016.01,4983.99,4983.99
1 0700.625.01.338.00 2024 (2890),,,ALTZARIAK,0.0,9000.0,0.0,8494.2,505.8,8494.2,0.0
1 0700.625.02.334.50 2024 (1830),,,BULEGO EKIPOAK,1500.0,1500.0,0.0,0.0,1500.0,0.0,0.0
1 0700.625.06.326.10 2024 (1747),,,ALTZARIAK,8000.0,8000.0,0.0,7686.46,313.54,7686.46,7686.46
1 0700.626.01.326.10 2024 (2086),,,INFORMAZIO PROZESUETARAKO ,4000.0,4000.0,0.0,2785.9,1214.1,2785.9,2785.9
1 0700.626.01.332.10 2024 (1252),,,LIBURUTEGI  EKIPO BERRIAK,1500.0,1500.0,0.0,1037.96,462.04,1037.96,1037.96
1 0700.626.01.333.10 2024 (1749),,,INFORMAZIO-PROZESUETARAKO ,5000.0,5000.0,0.0,0.0,5000.0,0.0,0.0
1 0700.629.07.333.30 2024 (1292),,,MUSEOTAKO FONDOAK,10000.0,12900.0,0.0,12900.0,0.0,12900.0,12300.0
1 0800.120.01.335.10 2024 (286),,,OINARRIZKO ORDAINKETAK,73659.21,73659.21,0.0,24908.56,48750.65,24908.56,24908.56
1 0800.120.01.335.20 2024 (298),,,OINARRIZKO ORDAINKETAK,143604.74,143604.74,0.0,222324.18,-78719.44,222324.18,222324.18
1 0800.121.99.335.10 2024 (287),,,BESTE OSAGARRI BATZUK,86683.63,86683.63,0.0,37697.63,48986.0,37697.63,37697.63
1 0800.121.99.335.20 2024 (299),,,BESTE OSAGARRI BATZUK,125432.19,125432.19,0.0,272064.3,-146632.11,272064.3,272064.3
1 0800.160.01.335.10 2024 (288),,,GIZARTE SEGURANTZA,40373.45,40373.45,0.0,14886.51,25486.94,14886.51,14886.51
1 0800.160.01.335.20 2024 (300),,,GIZARTE SEGURANTZA,72151.42,72151.42,0.0,134007.35,-61855.93,134007.35,134007.35
1 0800.160.04.335.10 2024 (289),,,ELKARKIDETZAREN KUOTAK,3182.58,3182.58,0.0,1583.54,1599.04,1583.54,1583.54
1 0800.160.04.335.20 2024 (301),,,ELKARKIDETZAREN KUOTAK,7670.72,7670.72,0.0,12384.12,-4713.4,12384.12,12384.12
1 0800.211.01.335.20 2024 (302),,,ERAIKINAK ETA BESTELAKO ,400.0,400.0,0.0,0.0,400.0,0.0,0.0
1 0800.215.01.335.10 2024 (290),,,INFORMAZIO-PROZESUETARAKO ,0.0,0.0,0.0,846.69,-846.69,846.69,846.69
1 0800.219.01.335.20 2024 (303),,,BESTELAKO IBILGETU MATERIALA,300.0,300.0,0.0,0.0,300.0,0.0,0.0
1 0800.221.99.335.20 2024 (304),,,BESTELAKO HORNIDURAK,1500.0,1500.0,0.0,1553.16,-53.16,1553.16,1553.16
1 0800.226.03.335.10 2024 (291),,,ARGITALPENAK/PUBLIZITATEA ETA ,5000.0,5000.0,0.0,5763.28,-763.28,5763.28,5763.28
1 0800.226.03.335.20 2024 (306),,,ARGITALPENAK/PUBLIZITATEA ETA ,4300.0,4300.0,0.0,3398.42,901.58,3398.42,3398.42
1 0800.226.05.335.10 2024 (292),,,BILERA ETA HITZALDIAK,300.0,300.0,0.0,0.0,300.0,0.0,0.0
1 0800.226.99.335.10 2024 (2686),,,BESTE HAINBAT GASTU,13847.0,13847.0,0.0,13847.0,0.0,13847.0,13847.0
1 0800.226.99.335.20 2024 (307),,,BESTE HAINBAT GASTU,3000.0,3000.0,0.0,919.6,2080.4,919.6,919.6
1 0800.227.04.335.10 2024 (293),,,KONTRATU SOZIOKULTURALAK,138365.0,136745.0,0.0,118073.02,18671.98,118073.02,100220.42
1 0800.227.87.335.10 2024 (573),,,EUSKARAREN PLAN ESTRATEGIKOA ,48000.0,48000.0,0.0,40194.31,7805.69,40194.31,32326.57
1 0800.230.01.335.10 2024 (294),,,PERTSONAL.,100.0,100.0,0.0,51.08,48.92,51.08,51.08
1 0800.230.01.335.20 2024 (308),,,PERTSONAL.,100.0,100.0,0.0,0.0,100.0,0.0,0.0
1 0800.480.01.335.10 2024 (295),,,FAMILIEI,11000.0,1000.0,0.0,0.0,1000.0,0.0,0.0
1 0800.481.01.335.10 2024 (296),,,IRABAZIZKO XEDERIK GABEKO ,4155.0,4155.0,0.0,4155.0,0.0,4155.0,2493.0
1 0800.481.02.335.10 2024 (297),,,ENTIT.TRANSF.LANKIDETZ.HITZARM.,244999.0,256619.0,0.0,255809.0,810.0,255809.0,158619.4
1 0800.771.04.335.10 2024 (1296),,,ENPRESEI.MERKATARITZA ,4250.0,4250.0,0.0,1046.91,3203.09,1046.91,1046.91
1 0900.120.01.342.11 2024 (2692),,,ONARRIZKO ORDAINKETAK,0.0,0.0,0.0,7047.92,-7047.92,7047.92,7047.92
1 0900.121.99.342.11 2024 (2693),,,BESTE OSAGARRI BATZUK,0.0,0.0,0.0,14035.75,-14035.75,14035.75,14035.75
1 0900.130.03.342.11 2024 (2349),,,ORDAINKETAK PERTSONA LABORAL ,401068.88,401068.88,0.0,227710.42,173358.46,227710.42,227710.42
1 0900.130.03.342.12 2024 (2416),,,ORDAINKETAK PERTSONA LABORAL ,115068.47,115068.47,0.0,42084.13,72984.34,42084.13,42084.13
1 0900.130.03.342.14 2024 (2699),,,ORDAINKETAK PERTSONAL LABORAL ,69052.46,69052.46,0.0,0.0,69052.46,0.0,0.0
1 0900.131.01.342.11 2024 (2414),,,LABORAL EBENTUALA,229710.7,229710.7,0.0,300606.28,-70895.58,300606.28,300606.28
1 0900.131.01.342.12 2024 (2374),,,ORDAINKETAK PERTSONA LABORAL ,75191.21,75191.21,0.0,175844.21,-100653.0,175844.21,175844.21
1 0900.160.01.342.11 2024 (2350),,,GIZARTE SEGURANTZA,180900.05,180900.05,0.0,187121.9,-6221.85,187121.9,187121.9
1 0900.160.01.342.12 2024 (2375),,,GIZARTE SEGURANTZA,68652.36,68652.36,0.0,61698.17,6954.19,61698.17,61698.17
1 0900.160.01.342.14 2024 (2700),,,BESTELAKO INBERTSIOAK,29931.27,29931.27,0.0,0.0,29931.27,0.0,0.0
1 0900.160.04.342.11 2024 (2351),,,ELKARKIDETZA,10899.19,10899.19,0.0,10768.97,130.22,10768.97,10768.97
1 0900.160.04.342.12 2024 (2415),,,ELKARKIDETZA,2182.48,2182.48,0.0,2171.96,10.52,2171.96,2171.96
1 0900.211.01.342.11 2024 (2344),,,ERAIKINAK ETA BESTELAKO ,105436.0,105436.0,0.0,109643.8,-4207.8,109643.8,88043.94
1 0900.211.01.342.12 2024 (2413),,,ERAIKINAK ETA BESTELAKO ,33725.0,27759.7,0.0,14305.72,13453.98,14305.72,13588.96
1 0900.211.01.342.13 2024 (2696),,,ERAIKINAK ETA BESTELAKO ,38222.49,38222.49,0.0,7627.54,30594.95,7627.54,7627.54
1 0900.211.01.342.14 2024 (2701),,,ERAIKINAK ETA BESTELAKO ,10000.0,10000.0,0.0,20380.0,-10380.0,20380.0,13080.18
1 0900.212.01.342.11 2024 (2345),,,"MAKINARIA,INSTALAZIOAK ETA ",140493.13,120493.13,0.0,76740.68,43752.45,76740.68,23895.12
1 0900.212.01.342.12 2024 (2346),,,"MAKINARIA,INSTALAZIOAK ETA ",57500.0,57500.0,0.0,52947.27,4552.73,52947.27,32322.3
1 0900.212.01.342.13 2024 (2348),,,"MAKINARIA,INSTALAZIOAK ETA ",51222.57,51222.57,0.0,24926.49,26296.08,24926.49,20563.53
1 0900.212.01.342.14 2024 (2347),,,"MAKINARIA,INSTALAZIOAK ETA ",115000.0,135000.0,0.0,132742.67,2257.33,132742.67,113443.81
1 0900.213.02.342.11 2024 (2688),,,BIZIKLETAREN RENTING,15000.0,15000.0,0.0,0.0,15000.0,0.0,0.0
1 0900.213.02.342.12 2024 (2694),,,BIZIKLETAREN RENTING,6000.0,6000.0,0.0,0.0,6000.0,0.0,0.0
1 0900.215.01.342.11 2024 (2352),,,INFORMAZIO-PROZEZUETARAKO ,16250.0,16250.0,0.0,4229.1,12020.9,4229.1,3261.1
1 0900.215.01.342.12 2024 (2377),,,INFORMAZIO-PROZEZUETARAKO ,1600.0,1600.0,0.0,0.0,1600.0,0.0,0.0
1 0900.220.01.342.11 2024 (2443),,,MATERIAL ARRUNT EZ ,4000.0,4000.0,0.0,1795.93,2204.07,1795.93,1795.93
1 0900.221.01.342.11 2024 (2353),,,ENERGIA ELEKTRIKOA,185000.0,185000.0,0.0,162000.0,23000.0,162000.0,150254.01
1 0900.221.01.342.12 2024 (2378),,,ENERGIA ELEKTRIKOA,60000.0,60000.0,0.0,42000.0,18000.0,42000.0,37181.69
1 0900.221.01.342.13 2024 (2390),,,ENERGIA ELEKTRIKOA,24430.0,24430.0,0.0,21430.0,3000.0,21430.0,19024.92
1 0900.221.01.342.14 2024 (2396),,,ENERGIA ELEKTRIKOA,122000.0,122000.0,0.0,117000.0,5000.0,117000.0,108550.55
1 0900.221.04.342.11 2024 (2354),,,ERREGAI ETA KARBURANTEAK,230000.0,230000.0,0.0,116641.58,113358.42,116641.58,106641.58
1 0900.221.04.342.12 2024 (2379),,,ERREGAI ETA KARBURANTEAK,63000.0,63000.0,0.0,21600.57,41399.43,21600.57,21600.57
1 0900.221.04.342.13 2024 (2391),,,ERREGAI ETA KARBURANTEAK,6000.0,6000.0,0.0,2000.0,4000.0,2000.0,1670.36
1 0900.221.04.342.14 2024 (2397),,,ERREGAI ETA KARBURANTEAK,108000.0,108000.0,0.0,58000.0,50000.0,58000.0,52558.65
1 0900.221.05.342.11 2024 (2355),,,ARROPAK,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0
1 0900.221.05.342.12 2024 (2380),,,ARROPAK,2000.0,2000.0,0.0,292.32,1707.68,292.32,292.32
1 0900.221.05.342.14 2024 (2702),,,ARROPAK,1500.0,1500.0,0.0,0.0,1500.0,0.0,0.0
1 0900.221.08.342.11 2024 (2356),,,FRAMAZI PRODUKTOAK ETA ,4000.0,4000.0,0.0,1273.58,2726.42,1273.58,1273.58
1 0900.221.09.342.11 2024 (2417),,,GARBIKETAK ETA TXUKUNETA ,1000.0,1000.0,0.0,508.2,491.8,508.2,0.0
1 0900.221.09.342.12 2024 (2381),,,GARBIKETAK ETA TXUKUNETA ,8000.0,8000.0,0.0,0.0,8000.0,0.0,0.0
1 0900.221.12.342.11 2024 (2359),,,OSASUN MATERIALA,500.0,500.0,0.0,0.0,500.0,0.0,0.0
1 0900.221.90.342.11 2024 (2357),,,ZERBITZU OSAGAI BEREZIAK,72500.0,72500.0,0.0,48576.05,23923.95,48576.05,35335.88
1 0900.221.90.342.12 2024 (2383),,,ZERBITZUAREN OSAGAI BEREZIAK,15000.0,15000.0,0.0,967.78,14032.22,967.78,967.78
1 0900.221.90.342.14 2024 (2398),,,ZERBITZU OSAGAI BEREZIAK,25000.0,25000.0,0.0,15217.08,9782.92,15217.08,12954.85
1 0900.221.99.341.00 2024 (332),,,BESTELAKO HORNIDURAK ,6500.0,6500.0,0.0,4441.84,2058.16,4441.84,4441.84
1 0900.221.99.342.11 2024 (2360),,,BESTELAKO HORNIDURAK,25000.0,4025.0,0.0,832.81,3192.19,832.81,832.81
1 0900.221.99.342.14 2024 (2399),,,BESTELAKO HORNIDURAK,12000.0,12000.0,0.0,7796.03,4203.97,7796.03,1637.61
1 0900.222.01.342.11 2024 (2361),,,TELEFONO BIDEZKOA,8000.0,8000.0,0.0,12705.0,-4705.0,12705.0,8985.3
1 0900.222.01.342.12 2024 (2447),,,TELEFONIKA,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0
1 0900.222.01.342.14 2024 (2400),,,TELEFONO BIDEZKOA,2500.0,2500.0,0.0,0.0,2500.0,0.0,0.0
1 0900.226.03.342.11 2024 (2364),,,"ARGITALPENAK,PUBLIZATATEA ETA ",1000.0,1000.0,0.0,3488.45,-2488.45,3488.45,3488.45
1 0900.226.04.342.11 2024 (2365),,,JURIDIKOAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0900.226.06.342.11 2024 (2444),,,JARDUERA SOCIOKULTURALAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0900.226.99.342.13 2024 (2392),,,BESTE HAINBAT GASTU,7500.0,7500.0,0.0,0.0,7500.0,0.0,0.0
1 0900.226.99.342.14 2024 (2401),,,BESTE HAINBAT GASTU,7500.0,7500.0,0.0,596.34,6903.66,596.34,596.34
1 0900.227.01.342.11 2024 (2367),,,GARBIKETA,180000.0,180000.0,0.0,177652.81,2347.19,177652.81,148044.0
1 0900.227.01.342.12 2024 (2387),,,GARBIKETA,133770.0,133770.0,0.0,142013.76,-8243.76,142013.76,132512.0
1 0900.227.01.342.13 2024 (2393),,,GARBIKETA,15000.0,15000.0,0.0,14246.01,753.99,14246.01,8498.39
1 0900.227.01.342.14 2024 (2402),,,GARBIKETA,116564.0,116564.0,0.0,114564.66,1999.34,114564.66,114564.66
1 0900.227.03.342.12 2024 (2388),,,GARRRAIO KONTRATUA,36000.0,36000.0,0.0,42000.24,-6000.24,42000.24,37301.04
1 0900.227.07.342.11 2024 (2368),,,AZTERKETA ETA LAN TEKNIKOAK,25000.0,775.0,0.0,0.0,775.0,0.0,0.0
1 0900.227.08.342.11 2024 (2369),,,GARRAIO-KONTRATUAK,15000.0,15000.0,0.0,16335.0,-1335.0,16335.0,16335.0
1 0900.227.99.341.00 2024 (2096),,,KANPOKO BESTELAKO LANAK,160000.0,160000.0,0.0,159999.99,0.01,159999.99,159999.99
1 0900.227.99.342.11 2024 (2370),,,KANPOKO BESTELAKO LANAK,570210.0,570210.0,0.0,439497.28,130712.72,439497.28,413407.71
1 0900.227.99.342.12 2024 (2389),,,KANPOKO BESTELAKO LANAK,80000.0,80000.0,0.0,70225.46,9774.54,70225.46,70225.46
1 0900.227.99.342.13 2024 (2394),,,KANPOKO BESTELAKO LANAK,7000.0,7000.0,0.0,1845.25,5154.75,1845.25,1845.25
1 0900.227.99.342.14 2024 (2403),,,KANPOKO BESTELAKO LANAK,325224.09,325224.09,0.0,275635.91,49588.18,275635.91,275635.91
1 0900.230.01.342.10 2024 (2371),,,"PERTSONALAREN DIETAK,GARRAIOA ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0900.230.01.342.11 2024 (2445),,,"PERTSONALARAREN DIETAK,",100.0,100.0,0.0,0.0,100.0,0.0,0.0
1 0900.230.01.342.13 2024 (2697),,,"PERTSONALAREN DIETAK, GARRAIOA ",100.0,100.0,0.0,0.0,100.0,0.0,0.0
1 0900.230.01.342.14 2024 (2704),,,"PERTSONALAREN DIETAK, GARRAIOA ",100.0,100.0,0.0,0.0,100.0,0.0,0.0
1 0900.431.01.342.10 2024 (338),,,ERAKUNDE AUTONOMOEI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0900.481.01.341.00 2024 (335),,,IRABAZIZKO XEDERIK GABEKO ,175000.0,220200.0,0.0,202712.23,17487.77,202712.23,180670.82
1 0900.481.02.341.00 2024 (336),,,ENTIT.TRANSF.LANKIDETZ.HITZARM.,318800.0,318800.0,0.0,341299.33,-22499.33,341299.33,278081.29
1 0900.481.22.341.00 2024 (337),,,KIROL-PROBETARA/TXAPELKETETARA ,59200.0,59200.0,0.0,40613.27,18586.73,40613.27,22413.27
1 0900.601.16.342.10 2024 (1832),,,HAINBAT LAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0900.623.01.342.11 2024 (2644),,,"MAKINARIA,INSTALAZIOAK ETA ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0900.623.01.342.12 2024 (2695),,,MAKINERIA,5000.0,5000.0,0.0,0.0,5000.0,0.0,0.0
1 0900.623.05.342.14 2024 (2404),,,EKIPOAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0900.625.01.342.11 2024 (2405),,,ALTZARIAK,10500.0,10500.0,0.0,4050.73,6449.27,4050.73,4050.73
1 0900.625.04.342.11 2024 (2689),,,ARGAZKI ETA IKUS-ENTZUNEZKO ,2000.0,2000.0,0.0,822.73,1177.27,822.73,822.73
1 0900.625.08.342.12 2024 (2891),,,ELEKTRODOMESTIKOAK,0.0,5965.3,0.0,5965.3,0.0,5965.3,689.7
1 0900.625.99.342.11 2024 (2690),,,BESTELAKO LANABESAK,15201.47,15201.47,0.0,6927.09,8274.38,6927.09,6927.09
1 0900.629.01.342.11 2024 (2691),,,BESTELAKO INBERTSIOAK,42500.0,42500.0,0.0,35963.02,6536.98,35963.02,35963.02
1 0900.629.01.342.13 2024 (2698),,,BESTELAKO INBERTSIOAK,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
1 0900.629.01.342.14 2024 (2705),,,BESTELAKO INBERTSIOAK,10000.0,10000.0,0.0,9801.0,199.0,9801.0,0.0
1 1000.120.01.433.10 2024 (342),,,OINARRIZKO ORDAINKETAK,63818.13,63818.13,0.0,44923.78,18894.35,44923.78,44923.78
1 1000.120.01.493.00 2024 (370),,,OINARRIZKO ORDAINKETAK,33723.56,33723.56,0.0,31339.45,2384.11,31339.45,31339.45
1 1000.121.99.433.10 2024 (343),,,BESTE OSAGARRI BATZUK,76415.17,76415.17,0.0,69766.32,6648.85,69766.32,69766.32
1 1000.121.99.493.00 2024 (371),,,BESTE OSAGARRI BATZUK,48481.82,48481.82,0.0,47741.15,740.67,47741.15,47741.15
1 1000.131.01.241.00 2024 (181),,,LABORAL EBENTUALA,160198.97,160198.97,0.0,83041.25,77157.72,83041.25,83041.25
1 1000.131.01.433.10 2024 (2308),,,LABORAL EBENTUALA,0.0,0.0,0.0,6.27,-6.27,6.27,6.27
1 1000.160.01.241.00 2024 (182),,,GIZARTE SEGURANTZA,28839.4,28839.4,0.0,27317.87,1521.53,27317.87,27317.87
1 1000.160.01.433.10 2024 (344),,,GIZARTE SEGURANTZA,31849.08,31849.08,0.0,34781.7,-2932.62,34781.7,34781.7
1 1000.160.01.493.00 2024 (372),,,GIZARTE SEGURANTZA,23913.96,23913.96,0.0,21224.04,2689.92,21224.04,21224.04
1 1000.160.04.433.10 2024 (1537),,,ELKARKIDETZA KUOTAK,1305.55,1305.55,0.0,1299.34,6.21,1299.34,1299.34
1 1000.160.04.493.00 2024 (373),,,ELKARKIDETZAREN KUOTAK,1305.55,1305.55,0.0,1299.34,6.21,1299.34,1299.34
1 1000.201.01.433.10 2024 (810),,,ERAIKINAK ETA BESTELAKO ,13388.1,13388.1,0.0,9144.0,4244.1,9144.0,9144.0
1 1000.226.03.241.00 2024 (183),,,"ARGITALPENAK, PUBLIZITATE ETA ",1500.0,1500.0,0.0,0.0,1500.0,0.0,0.0
1 1000.226.03.433.10 2024 (793),,,"ARGITALPENAK, PUBLIZITATEA ETA ",2000.0,2000.0,0.0,684.86,1315.14,684.86,684.86
1 1000.226.80.433.10 2024 (1245),,,BESTE GASTU BATZ.AIZTAIN.IND.,3500.0,3500.0,0.0,3408.42,91.58,3408.42,3408.42
1 1000.226.99.241.00 2024 (184),,,BESTE HAINBAT GASTU,20000.0,20000.0,0.0,4033.29,15966.71,4033.29,4033.29
1 1000.226.99.433.10 2024 (794),,,BESTE HAINBAT GASTU,200000.0,170614.7,0.0,142676.45,27938.25,142676.45,114144.02
1 1000.226.99.493.00 2024 (799),,,BESTE HAINBAT GASTU,2050.0,2050.0,0.0,0.0,2050.0,0.0,0.0
1 1000.227.01.431.20 2024 (2097),,,IPURUA MERKATUTAKO GARBIKETA,6000.0,6000.0,0.0,5309.04,690.96,5309.04,5309.04
1 1000.227.07.433.10 2024 (795),,,AZTERKETA ETA LAN TEKNIKOAK,40000.0,40000.0,0.0,28608.55,11391.45,28608.55,8661.7
1 1000.227.90.241.00 2024 (487),,,KANPOKO LANAK.EMPLEGU SORTZEKO ,12000.0,12000.0,0.0,12000.0,0.0,12000.0,0.0
1 1000.227.99.241.00 2024 (812),,,KANPOKO BESTELAKO LANAK,107945.0,107945.0,0.0,69328.23,38616.77,69328.23,63328.23
1 1000.230.01.241.00 2024 (185),,,PERTSONAL.,100.0,100.0,0.0,0.0,100.0,0.0,0.0
1 1000.230.01.433.10 2024 (350),,,PERTSONAL.,100.0,100.0,0.0,187.36,-87.36,187.36,187.36
1 1000.230.01.493.00 2024 (374),,,PERTSONAL.,100.0,100.0,0.0,0.0,100.0,0.0,0.0
